event,chrom,strand,upIntStart,upIntEnd,dnIntStart,dnIntEnd,geneName,lengthDiff,label,group,wt_neural_high_pred,ME,geneID,mes3,mes5,conservation,neural_high_pred
putative_microexon_000259010,chr9,+,130714455,130728775,130728778,130854066,ABL1,3,,novel_mic,0.00011182613,chr9_+_130728775_130728778,ENSG00000097007,6.292498522944855,7.63523381091994,0.2457126440719872,0.0035068197
putative_microexon_000843432,chr12,+,120470104,120471434,120471437,120496415,DYNLL1,3,,novel_mic,1.4187251e-05,chr12_+_120471434_120471437,ENSG00000088986,0.0240765021756693,6.436990633260832,0.0760000001481231,0.0005361964
putative_microexon_000231635,chrX,-,46514991,46528349,46501332,46514988,ZNF674,3,,novel_mic,0.0004203738,chrX_-_46514988_46514991,ENSG00000251192,1.1623653266551188,5.85187665072888,0.2634137938837467,0.0006049818
putative_microexon_001366928,chr6,+,291700,326603,326617,345853,DUSP22,14,,novel_mic,4.20215e-07,chr6_+_326603_326617,ENSG00000112679,7.077190100455048,5.990206571037276,0.0244780218991154,0.00039922947
putative_microexon_001617210,chr19,-,5966118,5978060,5921321,5966113,RANBP3,5,,novel_mic,5.5463795e-05,chr19_-_5966113_5966118,ENSG00000031823,2.815674671419405,8.68006700219329,0.0116206896852637,0.0029853967
putative_microexon_001617865,chr10,+,49989376,49989522,49989546,49991675,AGAP6,24,,novel_mic,0.853647,chr10_+_49989522_49989546,ENSG00000204149,9.210695805195252,10.858313101356435,0.0115937499958818,0.31019878
putative_microexon_000033346,chr13,+,75567312,75568557,75568574,75569459,UCHL3,17,,novel_mic,0.07776314,chr13_+_75568557_75568574,ENSG00000118939,7.343735135293452,9.09183962324402,0.6189513512113056,0.12661517
putative_microexon_000033680,chr2,-,162512223,162517729,162504657,162512199,KCNH7,24,,novel_mic,0.000566354,chr2_-_162512199_162512223,ENSG00000184611,5.809551409588161,5.8441327594468815,0.6169427094252266,0.0027158104
putative_microexon_000033868,chr1,+,40222710,40223220,40223246,40231516,RLF,26,,novel_mic,0.2502955,chr1_+_40223220_40223246,ENSG00000117000,9.41903326857358,9.49082567084077,0.6158659781188915,0.06858582
putative_microexon_000635983,chr3,-,125356976,125375101,125323444,125356968,ZNF148,8,,novel_mic,0.020755075,chr3_-_125356968_125356976,ENSG00000163848,4.027040249574341,8.626404483304944,0.1127670453431412,0.06751876
putative_microexon_000742780,chr1,-,190439211,190454654,190281750,190439186,BRINP3,25,,novel_mic,0.030061169,chr1_-_190439186_190439211,ENSG00000162670,10.79281764774771,10.450581318137896,0.0922020724160268,0.012609925
putative_microexon_000675241,chr12,-,98748868,98751354,98735634,98748865,ANKS1B,3,,novel_mic,0.00011535313,chr12_-_98748865_98748868,ENSG00000185046,4.242085200962931,5.397415546429756,0.1047068977696371,0.00050832925
putative_microexon_000675432,chr5,-,132929177,132932177,132904404,132929160,AFF4,17,,novel_mic,0.010065858,chr5_-_132929160_132929177,ENSG00000072364,9.09340273843464,6.991226153244384,0.1046702711364707,0.014425904
putative_microexon_000654971,chr1,-,21008721,21089137,21002808,21008702,EIF4G3,19,,novel_mic,0.04821922,chr1_-_21008702_21008721,ENSG00000075151,3.4640695505832846,8.81899124055749,0.108791443538593,0.046499927
putative_microexon_001634550,chr3,-,75783474,75785383,75741736,75783453,ZNF717,21,,novel_mic,0.034166437,chr3_-_75783453_75783474,ENSG00000227124,6.984269424577563,9.428638747339246,0.0108941800007843,0.09230177
putative_microexon_000239899,chr4,+,25160753,25162475,25162479,25252320,PI4K2B,4,,novel_mic,6.2641345e-07,chr4_+_25162475_25162479,ENSG00000038210,4.470141070426672,8.138003998683615,0.2578448276824971,0.00011505816
putative_microexon_000241135,chr4,+,174302186,174303608,174303631,174303702,CEP44,23,,novel_mic,0.015620881,chr4_+_174303608_174303631,ENSG00000164118,9.478214302589825,8.066228573809568,0.2570000007890008,0.008463363
putative_microexon_000296440,chr2,+,33243784,33245478,33245495,33252676,LTBP1,17,,novel_mic,0.93784916,chr2_+_33245478_33245495,ENSG00000049323,7.3213317980698385,10.155128271120882,0.224545946309494,0.47263855
putative_microexon_000297822,chr14,+,32076657,32098539,32098542,32146262,ARHGAP5,3,,novel_mic,7.15703e-06,chr14_+_32098539_32098542,ENSG00000100852,0.4232081056525115,7.699789003294772,0.2238218397866859,5.889966e-05
putative_microexon_000298083,chr8,+,70707153,70730037,70730040,70733795,XKR9,3,,novel_mic,0.0001421106,chr8_+_70730037_70730040,ENSG00000221947,0.9575696751780616,5.084198641852662,0.2236724140218876,0.00031710372
putative_microexon_000193850,chr5,+,7885854,7886703,7886726,7889094,MTRR,23,,novel_mic,5.252304e-05,chr5_+_7886703_7886726,ENSG00000124275,2.4506126176048397,8.626404483304944,0.2927120427591287,0.0014873714
putative_microexon_000196049,chr3,+,121045535,121084149,121084165,121114924,STXBP5L,16,,novel_mic,0.15580016,chr3_+_121084149_121084165,ENSG00000145087,11.590846162962466,11.078494497844932,0.2909239135358644,0.13569735
putative_microexon_000828434,chr2,+,71363191,71363342,71363349,71363953,ZNF638,7,,novel_mic,0.00029231858,chr2_+_71363342_71363349,ENSG00000075292,3.987497177261377,5.193300872285758,0.0782399995864502,0.011038681
putative_microexon_000830460,chr3,-,196404080,196432326,196372042,196404054,UBXN7,26,,novel_mic,0.06166752,chr3_-_196404054_196404080,ENSG00000163960,10.798190917609086,8.46099459345687,0.0779329897924662,0.043215923
putative_microexon_000806647,chr12,+,65838569,65845295,65845313,65951382,HMGA2,18,,novel_mic,6.577327e-07,chr12_+_65845295_65845313,ENSG00000149948,3.5463126452378844,5.5904099433560175,0.0816021507207845,7.27271e-05
putative_microexon_000293033,chr18,-,49315363,49391592,49286613,49315360,DYM,3,,novel_mic,4.0133633e-05,chr18_-_49315360_49315363,ENSG00000141627,1.1067981758468628,7.851326351124822,0.2263160921665358,0.0004562918
putative_microexon_000293151,chr17,+,32142729,32153514,32153518,32171046,RHOT1,4,,novel_mic,3.2018481e-06,chr17_+_32153514_32153518,ENSG00000126858,2.637506783438208,9.081822293782889,0.2262586204511723,0.00019355227
putative_microexon_000293448,chr1,+,107148839,107235092,107235097,107324281,NTNG1,5,,novel_mic,3.732483e-06,chr1_+_107235092_107235097,ENSG00000162631,2.453047706948777,7.274418072347944,0.226097700788222,0.00012585692
putative_microexon_001411467,chr10,+,91828406,91830083,91830094,91830922,TNKS2,11,,novel_mic,0.0001834437,chr10_+_91830083_91830094,ENSG00000107854,0.4842159096993373,8.734326844723375,0.0217988828038432,0.004709096
putative_microexon_000658178,chr9,-,75027052,75028011,75017448,75027034,CARNMT1,18,,novel_mic,0.00019665367,chr9_-_75027034_75027052,ENSG00000156017,4.5105579128539945,5.556995418098153,0.1081290324375043,0.0020401992
putative_microexon_000658276,chr17,+,30492753,30498905,30498909,30519938,GOSR1,4,,novel_mic,1.808913e-05,chr17_+_30498905_30498909,ENSG00000108587,1.4541491536299334,8.108748723087778,0.1081091958237276,0.00044722567
putative_microexon_000680762,chr7,+,7640821,7646523,7646526,7673321,UMAD1,3,,novel_mic,8.408139e-05,chr7_+_7646523_7646526,ENSG00000219545,0.015214018606196,5.581833993067215,0.1036321835461254,0.0040288256
putative_microexon_000681548,chr1,-,196475543,196479178,196469068,196475540,KCNT2,3,,novel_mic,1.8030194e-05,chr1_-_196475540_196475543,ENSG00000162687,8.208765036487248,7.130725493882953,0.1034827587019448,0.00052632653
putative_microexon_000682842,chr7,-,38880049,38932277,38869253,38880044,VPS41,5,,novel_mic,2.0772904e-05,chr7_-_38880044_38880049,ENSG00000006715,4.518923754860071,9.239162281320692,0.1032241385794062,0.00024708817
putative_microexon_000778321,chr6,+,46668793,46673031,46673036,46676646,SLC25A27,5,,novel_mic,8.757145e-05,chr6_+_46673031_46673036,ENSG00000153291,1.964602467713334,8.88432800376615,0.086114942786637,0.0006968626
putative_microexon_000780437,chr8,-,124499080,124504274,124495542,124499076,TATDN1,4,,novel_mic,4.0017194e-06,chr8_-_124499076_124499080,ENSG00000147687,0.4292500070414677,7.233014019571879,0.0857643683564089,0.00010416187
putative_microexon_000627428,chr5,-,112343381,112418940,112307490,112343378,EPB41L4A,3,,novel_mic,0.0013049757,chr5_-_112343378_112343381,ENSG00000129595,3.659993030258179,10.645794460185437,0.1146091958554729,0.011148433
putative_microexon_000650057,chr11,+,87038091,87173148,87173167,87295781,TMEM135,19,,novel_mic,0.000121580146,chr11_+_87173148_87173167,ENSG00000166575,9.315836756693312,8.623184449984832,0.1098074864385709,0.0128071355
putative_microexon_000651280,chr8,-,40554879,40581164,40532238,40554875,ZMAT4,4,,novel_mic,4.0699895e-05,chr8_-_40554875_40554879,ENSG00000165061,1.52088040719373,6.643067266291601,0.1095517240785833,0.00018292284
putative_microexon_000672554,chr19,-,23266680,23270217,23261744,23266672,AC092329.3,8,,novel_mic,2.7603537e-06,chr19_-_23266672_23266680,ENSG00000283201,2.489997271615144,6.524653263896188,0.1052272732525704,9.991194e-05
putative_microexon_001565923,chr8,-,18776474,18799294,18765537,18776471,PSD3,3,,novel_mic,1.4065571e-06,chr8_-_18776471_18776474,ENSG00000156011,1.626321990571729,7.130725493882953,0.0138678161504988,8.512818e-05
putative_microexon_001574474,chr4,-,2007638,2017664,1989869,2007634,NELFA,4,,novel_mic,0.013900366,chr4_-_2007634_2007638,ENSG00000185049,3.3622221677580204,7.457057156290918,0.0134827586943979,0.043281775
putative_microexon_001576094,chr1,+,17539950,17574025,17574029,17580552,ARHGEF10L,4,,novel_mic,2.3207587e-05,chr1_+_17574025_17574029,ENSG00000074964,3.449197145552658,8.98848341517316,0.013408046145522,0.001108359
putative_microexon_001631444,chr9,-,23819954,23825805,23762246,23819951,ELAVL2,3,,novel_mic,1.6323223e-05,chr9_-_23819951_23819954,ENSG00000107105,2.869582974743831,6.362850039942325,0.0110229885148087,0.00025606184
putative_microexon_001466956,chr5,+,116092695,116128975,116128980,116291516,COMMD10,5,,novel_mic,3.8104306e-05,chr5_+_116128975_116128980,ENSG00000145781,1.1835507733884312,9.1577319256299,0.0187413793427858,0.00081914687
putative_microexon_000350647,chr1,+,81936837,81940357,81940360,81942968,ADGRL2,3,,novel_mic,0.00135755,chr1_+_81940357_81940360,ENSG00000117114,2.263975809302322,7.457458132763099,0.1986206894480869,0.004705663
putative_microexon_000350817,chr1,-,156326705,156333546,156325086,156326702,CCT3,3,,novel_mic,3.4021916e-06,chr1_-_156326702_156326705,ENSG00000163468,4.517584043828636,5.828538863809015,0.1985517242801611,0.00076994166
putative_microexon_000351103,chr6,+,33447932,33449297,33449300,33451759,SYNGAP1,3,,novel_mic,0.0006550218,chr6_+_33449297_33449300,ENSG00000197283,2.8688065204910997,10.280213342634111,0.1984310344439642,0.0037533913
putative_microexon_000352918,chr2,+,44372888,44382206,44382222,44390240,CAMKMT,16,,novel_mic,1.16225e-06,chr2_+_44382206_44382222,ENSG00000143919,1.587059519824518,7.0006176073036,0.1976195653272873,8.9568995e-05
putative_microexon_000298820,chr1,+,46303820,46307897,46307900,46309100,UQCRH,3,,novel_mic,1.9854126e-05,chr1_+_46307897_46307900,ENSG00000173660,0.5476597381213106,6.350638640243284,0.2232988509229095,0.00012893001
putative_microexon_000299658,chr10,-,22647876,22714182,22609717,22647854,PIP4K2A,22,,novel_mic,0.022645246,chr10_-_22647854_22647876,ENSG00000150867,10.117000852429356,10.125612542760935,0.222857893897392,0.04504224
putative_microexon_000243940,chrX,+,17022271,17022875,17022878,17025061,REPS2,3,,novel_mic,0.00027401227,chrX_+_17022875_17022878,ENSG00000169891,4.1752570842780505,5.630566612446825,0.25516092011788,0.0041032326
putative_microexon_000838040,chr4,+,99028918,99030348,99030351,99034229,METAP1,3,,novel_mic,0.0006882853,chr4_+_99030348_99030351,ENSG00000164024,0.3203400465105221,5.883354869464593,0.0767988502315577,0.00079027744
putative_microexon_000834111,chr21,-,37068891,37069551,37067380,37068887,PIGP,4,,novel_mic,5.1351144e-06,chr21_-_37068887_37068891,ENSG00000185808,2.3871983150768554,9.815130568455931,0.0773965518583072,0.0002853631
putative_microexon_001566894,chr1,+,164563311,164759112,164759119,164792493,PBX1,7,,novel_mic,0.0026820977,chr1_+_164759112_164759119,ENSG00000185630,5.408378642864474,5.871567630683042,0.0138228571760867,0.006225725
putative_microexon_000644068,chr15,+,44289356,44300530,44300552,44328684,CASC4,22,,novel_mic,1.4727449e-07,chr15_+_44300530_44300552,ENSG00000166734,1.1613570091715733,8.375679825370613,0.1110473686896607,0.00024326464
putative_microexon_000645748,chr15,-,77361338,77365162,77182040,77361314,PEAK1,24,,novel_mic,1.5764622e-06,chr15_-_77361314_77361338,ENSG00000173517,0.3062876687499928,9.801805753586658,0.1106822914777391,0.0003795354
putative_microexon_000646965,chr15,-,59351996,59372497,59272449,59351993,MYO1E,3,,novel_mic,4.5291936e-06,chr15_-_59351993_59351996,ENSG00000157483,2.1815107167820056,6.646370265199091,0.1104310346377917,0.00029981494
putative_microexon_000621067,chr3,+,188153363,188335181,188335202,188406111,LPP,21,,novel_mic,9.435629e-07,chr3_+_188335181_188335202,ENSG00000145012,2.4915802517922248,9.787718441202394,0.1159894182722493,0.0003777038
